"File","Offset","Pointers","Japanese","English","width","height","lineheight",,"English"
"RoboDesc.opb","0xac73","0x1 0x1778","　十の工房が技術
を結集して完成さ
せた最強の人形。
コクピットにある
ライオンハートを
完成させることで、
ライオン型から人
形騎士へと変形す
る。/c5超兵器ライオ
ンプレッシャー/c3は
凄まじい破壊力。","　十の工房が技術
を結集して完成さ
せた最強の人形。
コクピットにある
ライオンハートを
完成させることで、
ライオン型から人
形騎士へと変形す
る。/c5超兵器ライオ
ンプレッシャー/c3は
凄まじい破壊力。",114,176,16,,"　十の工房が技術
を結集して完成さ
せた最強の人形。
コクピットにある
ライオンハートを
完成させることで、
ライオン型から人
形騎士へと変形す
る。/c5超兵器ライオ
ンプレッシャー/c3は
凄まじい破壊力。"
"RoboDesc.opb","0xad40","0x1 0x177c","/c5ライオン/c3：スイッ
チで、歩く／走る
を切り替える。ラ
イオンハートを完
成させると変形。
/c5人型/c3：剣を振ると
ライオンソニック
を発射。スイッチ
をオンにすると剣
強化。回転レバー
でＬプレッシャー。","/c5Lion/c3: The switch toggles running on and off. Transform by completing the Lionheart.
/c5Human Form/c3:
  Sword: Lion Sonic.
  Switch: Powers up sword.
  Spinner: L-Pressure.",114,176,16,,"/c5ライオン/c3：スイッ
チで、歩く／走る
を切り替える。ラ
イオンハートを完
成させると変形。
/c5人型/c3：剣を振ると
ライオンソニック
を発射。スイッチ
をオンにすると剣
強化。回転レバー
でＬプレッシャー。"
"RoboDesc.opb","0xae13","0x1 0x1794","人形獣帝ライスター","Emperor Beast Listar",-1,-1,16,,"Emperor Beast Puppet Listar"
"RoboDesc.opb","0xae26","0x1 0x1798","人形獣帝ライスター","|Emperor Beast Listar",124,16,16,,"Emperor Beast Puppet Listar"
"RoboDesc.opb","0xae39","0x1 0x17a4","　完全無欠、無敵
の人形。
　超兵器ライオン
プレッシャーの破
壊力が極限まで上
昇。基本性能もあ
らゆる人形の中で
最高レベル。はか
りしれない力を持
つ。","　完全無欠、無敵
の人形。
　超兵器ライオン
プレッシャーの破
壊力が極限まで上
昇。基本性能もあ
らゆる人形の中で
最高レベル。はか
りしれない力を持
つ。",114,176,16,,"　完全無欠、無敵
の人形。
　超兵器ライオン
プレッシャーの破
壊力が極限まで上
昇。基本性能もあ
らゆる人形の中で
最高レベル。はか
りしれない力を持
つ。"
"RoboDesc.opb","0xaed8","0x1 0x17a8","/c5ライオン/c3：スイッ
チで、歩く／走る
を切り替える。ラ
イオンハートを完
成させると変形。
/c5人型/c3：剣を振ると
ライオンソニック
を発射。スイッチ
をオンにすると剣
強化。回転レバー
でＬプレッシャー。","/c5Lion/c3: The switch toggles running on and off. Transform by completing the Lionheart.
/c5Human Form/c3:
  Sword: Lion Sonic.
  Switch: Powers up sword.
  Spinner: L-Pressure.",114,176,16,,"/c5ライオン/c3：スイッ
チで、歩く／走る
を切り替える。ラ
イオンハートを完
成させると変形。
/c5人型/c3：剣を振ると
ライオンソニック
を発射。スイッチ
をオンにすると剣
強化。回転レバー
でＬプレッシャー。"
"RoboDesc.opb","0xafab","0x1 0x17c0","蒸気人形ドーヴァー","Steam Puppet Dover",-1,-1,16,,"Steam Puppet Dover"
"RoboDesc.opb","0xafbe","0x1 0x17c4","蒸気人形ドーヴァー","|Steam Puppet Dover",124,16,16,,"Steam Puppet Dover"
"RoboDesc.opb","0xafd1","0x1 0x17d0","　蒸気の力を利用
した人形。蒸気機
関車から人型へと
変形する。円工房
の人形の中では最
高のパワーを持ち、
/c5トンファー/c3を武器
とする。
　コクピットから
石炭を投入するこ
とで動作する。","　蒸気の力を利用
した人形。蒸気機
関車から人型へと
変形する。円工房
の人形の中では最
高のパワーを持ち、
/c5トンファー/c3を武器
とする。
　コクピットから
石炭を投入するこ
とで動作する。",114,176,16,,"　蒸気の力を利用
した人形。蒸気機
関車から人型へと
変形する。円工房
の人形の中では最
高のパワーを持ち、
/c5トンファー/c3を武器
とする。
　コクピットから
石炭を投入するこ
とで動作する。"
"RoboDesc.opb","0xb094","0x1 0x17d4","/c5機関車/c3：火室に石
炭を入れると走る。
/c5人型/c3：バルブを閉
じた状態で火室に
石炭を入れると蒸
気がたまる。バル
ブを回すと蒸気が
流れる。左のバル
ブはトンファー。
右はスチームショ
ット。","/c5Train/c3: Place coal in the firebox to move.
/c5Human Form/c3: Place coal in the firebox with the valves shut to build steam, then open the valves.
  Left valve: Nightsticks.
  Right valve: Steam Shot.",114,176,16,,"/c5機関車/c3：火室に石
炭を入れると走る。
/c5人型/c3：バルブを閉
じた状態で火室に
石炭を入れると蒸
気がたまる。バル
ブを回すと蒸気が
流れる。左のバル
ブはトンファー。
右はスチームショ
ット。"
"RoboDesc.opb","0xb15d","0x1 0x17ec","蒸気人形ドーヴァーＢ","Steam Puppet Dover-B",-1,-1,16,,"Steam Puppet Dover-B"
"RoboDesc.opb","0xb172","0x1 0x17f0","蒸気人形ドーヴァーＢ","|Steam Puppet Dover-B",124,16,16,,"Steam Puppet Dover-B"
"RoboDesc.opb","0xb187","0x1 0x17fc","　蒸気人形の強化
型。スチームショ
ットの破壊力が向
上した。","　蒸気人形の強化
型。スチームショ
ットの破壊力が向
上した。",114,176,16,,"　蒸気人形の強化
型。スチームショ
ットの破壊力が向
上した。"
"RoboDesc.opb","0xb1c6","0x1 0x1800","/c5機関車/c3：火室に石
炭を入れると走る。
/c5人型/c3：バルブを閉
じた状態で火室に
石炭を入れると蒸
気がたまる。バル
ブを回すと蒸気が
流れる。左のバル
ブはトンファー。
右はスチームショ
ット。","/c5Train/c3: Place coal in the firebox to move.
/c5Human Form/c3: Place coal in the firebox with the valves shut to build steam, then open the valves.
  Left valve: Nightsticks.
  Right valve: Steam Shot.",114,176,16,,"/c5機関車/c3：火室に石
炭を入れると走る。
/c5人型/c3：バルブを閉
じた状態で火室に
石炭を入れると蒸
気がたまる。バル
ブを回すと蒸気が
流れる。左のバル
ブはトンファー。
右はスチームショ
ット。"
"RoboDesc.opb","0xb28f","0x1 0x1818","蒸気人形ドーヴァーＦ","Steam Puppet Dover-F",-1,-1,16,,"Stream Puppet Dover-F"
"RoboDesc.opb","0xb2a4","0x1 0x181c","蒸気人形ドーヴァーＦ","|Steam Puppet Dover-F",124,16,16,,"Stream Puppet Dover-F"
"RoboDesc.opb","0xb2b9","0x1 0x1828","　蒸気人形の完成
形。とてつもない
パワーを持った人
形となった。","　蒸気人形の完成
形。とてつもない
パワーを持った人
形となった。",114,176,16,,"　蒸気人形の完成
形。とてつもない
パワーを持った人
形となった。"
"RoboDesc.opb","0xb2fc","0x1 0x182c","/c5機関車/c3：火室に石
炭を入れると走る。
/c5人型/c3：バルブを閉
じた状態で火室に
石炭を入れると蒸
気がたまる。バル
ブを回すと蒸気が
流れる。左のバル
ブはトンファー。
右はスチームショ
ット。","/c5Train/c3: Place coal in the firebox to move.
/c5Human Form/c3: Place coal in the firebox with the valves shut to build steam, then open the valves.
  Left valve: Nightsticks.
  Right valve: Steam Shot.",114,176,16,,"/c5機関車/c3：火室に石
炭を入れると走る。
/c5人型/c3：バルブを閉
じた状態で火室に
石炭を入れると蒸
気がたまる。バル
ブを回すと蒸気が
流れる。左のバル
ブはトンファー。
右はスチームショ
ット。"
"RoboDesc.opb","0xb3c5","0x1 0x1844","高速弓兵ジーガー","Rapid Bowman Zieger",-1,-1,16,,"High-Speed Bowman Zeiger"
"RoboDesc.opb","0xb3d6","0x1 0x1848","高速弓兵ジーガー","|Rapid Bowman Zieger",124,16,16,,"High-Speed Bowman Zeiger"
"RoboDesc.opb","0xb3e7","0x1 0x1854","　/c5短弓/c3を持った人
形。長弓に比べ、
熱量の増加が少な
く連射が可能。輪
工房の技術協力に
より車への変形機
構が加わったが、
強度の問題により
一度の出撃で/c5３回
までしか人型に変
形できない/c3。","　/c5短弓/c3を持った人
形。長弓に比べ、
熱量の増加が少な
く連射が可能。輪
工房の技術協力に
より車への変形機
構が加わったが、
強度の問題により
一度の出撃で/c5３回
までしか人型に変
形できない/c3。",114,176,16,,"　/c5短弓/c3を持った人
形。長弓に比べ、
熱量の増加が少な
く連射が可能。輪
工房の技術協力に
より車への変形機
構が加わったが、
強度の問題により
一度の出撃で/c5３回
までしか人型に変
形できない/c3。"
"RoboDesc.opb","0xb4b4","0x1 0x1858","/c5車/c3：アクセルレバ
ーで加速／減速。
ハンドルで曲がる。
/c7※変形可能回数３/c3
/c5人型/c3：弓を下に引
いてから離すと、
発射。ボタンを押
すと、/c5超兵器クリ
ムゾンアロー/c3を装
填。威力は高くな
いが搭載数は多い。","/c5Car/c3: Control speed with the lever and turn with the wheel.
/c7  Morph Limit: 3/c3
/c5Human Form/c3:
  Bow: Pull and release to fire.
  Button: /c5Super Weapon Crimson Arrow/c3. It's weak, but has a lot of ammo.",114,176,16,,"/c5車/c3：アクセルレバ
ーで加速／減速。
ハンドルで曲がる。
/c7※変形可能回数３/c3
/c5人型/c3：弓を下に引
いてから離すと、
発射。ボタンを押
すと、/c5超兵器クリ
ムゾンアロー/c3を装
填。威力は高くな
いが搭載数は多い。"
"RoboDesc.opb","0xb595","0x1 0x1870","超速弓兵ジーガー改","Rapid Bowman Nu-Zieger",-1,-1,16,,"New High-Speed Bowman Zeiger"
"RoboDesc.opb","0xb5a8","0x1 0x1874","超速弓兵ジーガー改","|Rapid Bowman Nu-Zieger",124,16,16,,"New High-Speed Bowman Zeiger"
"RoboDesc.opb","0xb5bb","0x1 0x1880","　高速弓兵の強化
型。弓を発射する
際の熱量が微妙に
減少。連射しやす
くなった。
　超兵器クリムゾ
ンアローの爆破範
囲も、向上してい
る。","　高速弓兵の強化
型。弓を発射する
際の熱量が微妙に
減少。連射しやす
くなった。
　超兵器クリムゾ
ンアローの爆破範
囲も、向上してい
る。",114,176,16,,"　高速弓兵の強化
型。弓を発射する
際の熱量が微妙に
減少。連射しやす
くなった。
　超兵器クリムゾ
ンアローの爆破範
囲も、向上してい
る。"
"RoboDesc.opb","0xb64a","0x1 0x1884","/c5車/c3：アクセルレバ
ーで加速／減速。
ハンドルで曲がる。
/c7※変形可能回数３/c3
/c5人型/c3：弓を下に引
いてから離すと、
発射。ボタンを押
すと、/c5超兵器クリ
ムゾンアロー/c3を装
填。","/c5Car/c3: Control speed with the lever and turn with the wheel.
/c7  Morph Limit: 3/c3
/c5Human Form/c3:
  Bow: Pull and release to fire.
  Button: /c5Super Weapon Crimson Arrow/c3. It's weak, but has a lot of ammo.",114,176,16,,"/c5車/c3：アクセルレバ
ーで加速／減速。
ハンドルで曲がる。
/c7※変形可能回数３/c3
/c5人型/c3：弓を下に引
いてから離すと、
発射。ボタンを押
すと、/c5超兵器クリ
ムゾンアロー/c3を装
填。"
"RoboDesc.opb","0xb70b","0x1 0x189c","神速弓兵ドゥルガー","Godspeed Bowman Dwulger",-1,-1,16,,"Godly High-Speed Bowman Durga"
"RoboDesc.opb","0xb71e","0x1 0x18a0","神速弓兵ドゥルガー","|Godspeed Bowman Dwulger",124,16,16,,"Godly High-Speed Bowman Durga"
"RoboDesc.opb","0xb731","0x1 0x18ac","　高速弓兵の完成
形。トータル性能
が極限まで高まっ
ている。
　超兵器クリムゾ
ンアローの爆破範
囲も、さらに向上
している。","　高速弓兵の完成
形。トータル性能
が極限まで高まっ
ている。
　超兵器クリムゾ
ンアローの爆破範
囲も、さらに向上
している。",114,176,16,,"　高速弓兵の完成
形。トータル性能
が極限まで高まっ
ている。
　超兵器クリムゾ
ンアローの爆破範
囲も、さらに向上
している。"
"RoboDesc.opb","0xb7b2","0x1 0x18b0","/c5車/c3：アクセルレバ
ーで加速／減速。
ハンドルで曲がる。
/c7※変形可能回数３/c3
/c5人型/c3：弓を下に引
いてから離すと、
発射。ボタンを押
すと、/c5超兵器クリ
ムゾンアロー/c3を装
填。","/c5Car/c3: Control speed with the lever and turn with the wheel.
/c7  Morph Limit: 3/c3
/c5Human Form/c3:
  Bow: Pull and release to fire.
  Button: /c5Super Weapon Crimson Arrow/c3. It's weak, but has a lot of ammo.",114,176,16,,"/c5車/c3：アクセルレバ
ーで加速／減速。
ハンドルで曲がる。
/c7※変形可能回数３/c3
/c5人型/c3：弓を下に引
いてから離すと、
発射。ボタンを押
すと、/c5超兵器クリ
ムゾンアロー/c3を装
填。"
"RoboDesc.opb","0xb873","0x1 0x18c8","剣銃士ダルタニア","Sword-Gunner Daltania",-1,-1,16,,"Sword-Gunner Daltania"
"RoboDesc.opb","0xb884","0x1 0x18cc","剣銃士ダルタニア","|Sword-Gunner Daltania",124,16,16,,"Sword-Gunner Daltania"
"RoboDesc.opb","0xb895","0x1 0x18d8","　電子装備を持た
ない人形の中で、
最高傑作の１つに
数えられる名作。
　右手に/c5剣/c3、左手
に/c5フリントロック
式の拳銃/c3を持つ。
拳銃は弾工房のも
のと比べると旧式
だが、威力は高い。","　電子装備を持た
ない人形の中で、
最高傑作の１つに
数えられる名作。
　右手に/c5剣/c3、左手
に/c5フリントロック
式の拳銃/c3を持つ。
拳銃は弾工房のも
のと比べると旧式
だが、威力は高い。",114,176,16,,"　電子装備を持た
ない人形の中で、
最高傑作の１つに
数えられる名作。
　右手に/c5剣/c3、左手
に/c5フリントロック
式の拳銃/c3を持つ。
拳銃は弾工房のも
のと比べると旧式
だが、威力は高い。"
"RoboDesc.opb","0xb956","0x1 0x18dc","　右側のレバーで
剣をふる。
　ゲキテツを左に
倒し、その後トリ
ガーを引くことで、
拳銃を撃つ。","  Right lever: Swings the sword.
  Fire the handgun by pulling down the hammer, then pulling the trigger.",114,176,16,,"　右側のレバーで
剣をふる。
　ゲキテツを左に
倒し、その後トリ
ガーを引くことで、
拳銃を撃つ。"
"RoboDesc.opb","0xb9b9","0x1 0x18f4","剣銃士ダルタニア改","Sword-Gunner Nu-Daltania",-1,-1,16,,"New Sword-Gunner Daltania"
"RoboDesc.opb","0xb9cc","0x1 0x18f8","剣銃士ダルタニア改","|Sword-Gunner Nu-Daltania",124,16,16,,"New Sword-Gunner Daltania"
"RoboDesc.opb","0xb9df","0x1 0x1904","　剣銃士の改良型。
電子装備を持って
いないとは思えな
いほど、その性能
は高レベル。銃の
破壊力も増した。","　剣銃士の改良型。
電子装備を持って
いないとは思えな
いほど、その性能
は高レベル。銃の
破壊力も増した。",114,176,16,,"　剣銃士の改良型。
電子装備を持って
いないとは思えな
いほど、その性能
は高レベル。銃の
破壊力も増した。"
"RoboDesc.opb","0xba4c","0x1 0x1908","　右側のレバーで
剣をふる。
　ゲキテツを左に
倒し、その後トリ
ガーを引くことで、
拳銃を撃つ。","  Right lever: Swings the sword.
  Fire the handgun by pulling down the hammer, then pulling the trigger.",114,176,16,,"　右側のレバーで
剣をふる。
　ゲキテツを左に
倒し、その後トリ
ガーを引くことで、
拳銃を撃つ。"
"RoboDesc.opb","0xbaaf","0x1 0x1920","剣銃士ダルタニアＳ","Sword-Gunner Daltania-S",-1,-1,16,,"Sword-Gunner Daltania-S"
"RoboDesc.opb","0xbac2","0x1 0x1924","剣銃士ダルタニアＳ","|Sword-Gunner Daltania-S",124,16,16,,"Sword-Gunner Daltania-S"
"RoboDesc.opb","0xbad5","0x1 0x1930","　剣銃士の完成形。
あらゆる人形の中
でもトップクラス
の性能を持つ。","　剣銃士の完成形。
あらゆる人形の中
でもトップクラス
の性能を持つ。",114,176,16,,"　剣銃士の完成形。
あらゆる人形の中
でもトップクラス
の性能を持つ。"
"RoboDesc.opb","0xbb1c","0x1 0x1934","　右側のレバーで
剣をふる。
　ゲキテツを左に
倒し、その後トリ
ガーを引くことで、
拳銃を撃つ。","  Right lever: Swings the sword.
  Fire the handgun by pulling down the hammer, then pulling the trigger.",114,176,16,,"　右側のレバーで
剣をふる。
　ゲキテツを左に
倒し、その後トリ
ガーを引くことで、
拳銃を撃つ。"
"RoboDesc.opb","0xbb7f","0x1 0x194c","人形騎士ジベル","Puppet Knight Jibel",-1,-1,16,,"Puppet Knight Jibel"
"RoboDesc.opb","0xbb8e","0x1 0x1950","人形騎士ジベル","|Puppet Knight Jibel",124,16,16,,"Puppet Knight Jibel"
"RoboDesc.opb","0xbb9d","0x1 0x195c","　４年前に開発さ
れた近代的人形騎
士。ガウスが完成
した今では、やや
型落ちした感もあ
るが、それでも依
然としてトップク
ラスの性能を持つ。
左手で盾を操り、
光弾/c5アクアペイン/c3
を発射する。","　４年前に開発さ
れた近代的人形騎
士。ガウスが完成
した今では、やや
型落ちした感もあ
るが、それでも依
然としてトップク
ラスの性能を持つ。
左手で盾を操り、
光弾/c5アクアペイン/c3
を発射する。",114,176,16,,"　４年前に開発さ
れた近代的人形騎
士。ガウスが完成
した今では、やや
型落ちした感もあ
るが、それでも依
然としてトップク
ラスの性能を持つ。
左手で盾を操り、
光弾/c5アクアペイン/c3
を発射する。"
"RoboDesc.opb","0xbc66","0x1 0x1960","/c5車/c3：シフトレバー
で速度切り替え。
・左上・微速
・左下・中速
・右上・高速
・右下・バック
/c5人型/c3：十文字型の
レバーを左に動か
すと盾をかまえる。
回転レバーを回し
続けると光弾発射。","/c5Car/c3: Shift gears to change speed. Lower-right is reverse.
/c5Human Form/c3:
  Cross lever: Move left to shield.
  Spinner: Continually turn to fire light bullets.",114,176,16,,"/c5車/c3：シフトレバー
で速度切り替え。
・左上・微速
・左下・中速
・右上・高速
・右下・バック
/c5人型/c3：十文字型の
レバーを左に動か
すと盾をかまえる。
回転レバーを回し
続けると光弾発射。"
"RoboDesc.opb","0xbd2d","0x1 0x1978","人形騎士ジェイオン","Puppet Knight Jeion",-1,-1,16,,"Puppet Knight Jeion"
"RoboDesc.opb","0xbd40","0x1 0x197c","人形騎士ジェイオン","|Puppet Knight Jeion",124,16,16,,"Puppet Knight Jeion"
"RoboDesc.opb","0xbd53","0x1 0x1988","　人形騎士ジベル
の強化型。改良強
化の結果、性能が
劇的に向上し、ガ
ウスをも凌ぐ人形
となった。
　特に/c5光弾アクア
ペインの破壊力が
増している/c3。","　人形騎士ジベル
の強化型。改良強
化の結果、性能が
劇的に向上し、ガ
ウスをも凌ぐ人形
となった。
　特に/c5光弾アクア
ペインの破壊力が
増している/c3。",114,176,16,,"　人形騎士ジベル
の強化型。改良強
化の結果、性能が
劇的に向上し、ガ
ウスをも凌ぐ人形
となった。
　特に/c5光弾アクア
ペインの破壊力が
増している/c3。"
"RoboDesc.opb","0xbdf0","0x1 0x198c","/c5車/c3：シフトレバー
で速度切り替え。
・左上・微速
・左下・中速
・右上・高速
・右下・バック
/c5人型/c3：十文字型の
レバーを左に動か
すと盾をかまえる。
回転レバーを回し
続けると光弾発射。","/c5Car/c3: Shift gears to change speed. Lower-right is reverse.
/c5Human Form/c3:
  Cross lever: Move left to shield.
  Spinner: Continually turn to fire light bullets.",114,176,16,,"/c5車/c3：シフトレバー
で速度切り替え。
・左上・微速
・左下・中速
・右上・高速
・右下・バック
/c5人型/c3：十文字型の
レバーを左に動か
すと盾をかまえる。
回転レバーを回し
続けると光弾発射。"
"RoboDesc.opb","0xbeb7","0x1 0x19a4","人形騎士ジベロン","Puppet Knight Jibelon",-1,-1,16,,"Puppet Knight Jibelon"
"RoboDesc.opb","0xbec8","0x1 0x19a8","人形騎士ジベロン","|Puppet Knight Jibelon",124,16,16,,"Puppet Knight Jibelon"
"RoboDesc.opb","0xbed9","0x1 0x19b4","　人形騎士ジベル
の最終形。究極の
人形騎士といって
もよいほど、その
性能は高いレベル
に達している。
　青白い光で剣を
包む/c5アクアウェー
ブの力が劇的に増
加/c3。発動時の攻撃
力は凄まじい。","　人形騎士ジベル
の最終形。究極の
人形騎士といって
もよいほど、その
性能は高いレベル
に達している。
　青白い光で剣を
包む/c5アクアウェー
ブの力が劇的に増
加/c3。発動時の攻撃
力は凄まじい。",114,176,16,,"　人形騎士ジベル
の最終形。究極の
人形騎士といって
もよいほど、その
性能は高いレベル
に達している。
　青白い光で剣を
包む/c5アクアウェー
ブの力が劇的に増
加/c3。発動時の攻撃
力は凄まじい。"
"RoboDesc.opb","0xbfa0","0x1 0x19b8","/c5車/c3：シフトレバー
で速度切り替え。
・左上・微速
・左下・中速
・右上・高速
・右下・バック
/c5人型/c3：十文字型の
レバーを左に動か
すと盾をかまえる。
回転レバーを回し
続けると光弾発射。","/c5Car/c3: Shift gears to change speed. Lower-right is reverse.
/c5Human Form/c3:
  Cross lever: Move left to shield.
  Spinner: Continually turn to fire light bullets.",114,176,16,,"/c5車/c3：シフトレバー
で速度切り替え。
・左上・微速
・左下・中速
・右上・高速
・右下・バック
/c5人型/c3：十文字型の
レバーを左に動か
すと盾をかまえる。
回転レバーを回し
続けると光弾発射。"
"RoboDesc.opb","0xc067","0x1 0x19d0","忍傀儡ジンガ","Shinobi Kugutsu Jinga",-1,-1,16,,"Shinobi Kugutsu Jinga"
"RoboDesc.opb","0xc074","0x1 0x19d4","忍傀儡ジンガ","|Shinobi Kugutsu Jinga",124,16,16,,"Shinobi Kugutsu Jinga"
"RoboDesc.opb","0xc081","0x1 0x19e0","　シノビクグツと
読む。忍びの里に
のみ伝承される特
殊な人形製造技術
クグツによって製
造された。
　変化の巻物の力
でガマガエル型か
ら忍びの姿へと変
化。/c5忍術/c3と/c5手裏剣/c3
を使いこなす。","　シノビクグツと
読む。忍びの里に
のみ伝承される特
殊な人形製造技術
クグツによって製
造された。
　変化の巻物の力
でガマガエル型か
ら忍びの姿へと変
化。/c5忍術/c3と/c5手裏剣/c3
を使いこなす。",114,176,16,,"　シノビクグツと
読む。忍びの里に
のみ伝承される特
殊な人形製造技術
クグツによって製
造された。
　変化の巻物の力
でガマガエル型か
ら忍びの姿へと変
化。/c5忍術/c3と/c5手裏剣/c3
を使いこなす。"
"RoboDesc.opb","0xc14a","0x1 0x19e4","/c5ガマ/c3：ボタンを押
し続けると/c5火炎の
術/c3。左のボタンで
忍法/c5雷神/c3。巻物を
右に引くと/c5忍変化/c3。
/c5忍/c3：レバーを左か
ら右端まで素早く
動かすと/c5手裏剣/c3。
回転レバーを回し
続けると究極忍法
/c5旋風地獄独楽/c3。","/c5Toad/c3: Hold button for /c5Flame Art/c3. Left button for /c5Thunder God/c3 ninpo. Scroll for /c5Shinobi Mode/c3.
/c5Shinobi/c3: Move lever left to right quickly for a /c5shuriken/c3. Continually turn spinner for /c5Whirlwind Hell Top/c3.",114,176,16,,"/c5ガマ/c3：ボタンを押
し続けると/c5火炎の
術/c3。左のボタンで
忍法/c5雷神/c3。巻物を
右に引くと/c5忍変化/c3。
/c5忍/c3：レバーを左か
ら右端まで素早く
動かすと/c5手裏剣/c3。
回転レバーを回し
続けると究極忍法
/c5旋風地獄独楽/c3。"
"RoboDesc.opb","0xc239","0x1 0x19fc","忍傀儡ソウガ","Shinobi Kugutsu Souga",-1,-1,16,,"Shinobi Kugutsu Souga"
"RoboDesc.opb","0xc246","0x1 0x1a00","忍傀儡ソウガ","|Shinobi Kugutsu Souga",124,16,16,,"Shinobi Kugutsu Souga"
"RoboDesc.opb","0xc253","0x1 0x1a0c","　シノビクグツの
強化型。基本性能
が大きく上昇して
いる。","　シノビクグツの
強化型。基本性能
が大きく上昇して
いる。",114,176,16,,"　シノビクグツの
強化型。基本性能
が大きく上昇して
いる。"
"RoboDesc.opb","0xc290","0x1 0x1a10","/c5ガマ/c3：ボタンを押
し続けると/c5火炎の
術/c3。左のボタンで
忍法/c5雷神/c3。巻物を
右に引くと/c5忍変化/c3。
/c5忍/c3：レバーを左か
ら右端まで素早く
動かすと/c5手裏剣/c3。
回転レバーを回し
続けると究極忍法
/c5旋風地獄独楽/c3。","/c5Toad/c3: Hold button for /c5Flame Art/c3. Left button for /c5Thunder God/c3 ninpo. Scroll for /c5Shinobi Mode/c3.
/c5Shinobi/c3: Move lever left to right quickly for a /c5shuriken/c3. Continually turn spinner for /c5Whirlwind Hell Top/c3.",114,176,16,,"/c5ガマ/c3：ボタンを押
し続けると/c5火炎の
術/c3。左のボタンで
忍法/c5雷神/c3。巻物を
右に引くと/c5忍変化/c3。
/c5忍/c3：レバーを左か
ら右端まで素早く
動かすと/c5手裏剣/c3。
回転レバーを回し
続けると究極忍法
/c5旋風地獄独楽/c3。"
"RoboDesc.opb","0xc37f","0x1 0x1a28","忍傀儡ランガ","Shinobi Kugutsu Ranga",-1,-1,16,,"Shinobi Kugutsu Ranga"
"RoboDesc.opb","0xc38c","0x1 0x1a2c","忍傀儡ランガ","|Shinobi Kugutsu Ranga",124,16,16,,"Shinobi Kugutsu Ranga"
"RoboDesc.opb","0xc399","0x1 0x1a38","　シノビクグツの
最終形。あらゆる
性能が劇的に向上
している。","　シノビクグツの
最終形。あらゆる
性能が劇的に向上
している。",114,176,16,,"　シノビクグツの
最終形。あらゆる
性能が劇的に向上
している。"
"RoboDesc.opb","0xc3da","0x1 0x1a3c","/c5ガマ/c3：ボタンを押
し続けると/c5火炎の
術/c3。左のボタンで
忍法/c5雷神/c3。巻物を
右に引くと/c5忍変化/c3。
/c5忍/c3：レバーを左か
ら右端まで素早く
動かすと/c5手裏剣/c3。
回転レバーを回し
続けると究極忍法
/c5旋風地獄独楽/c3。","/c5Toad/c3: Hold button for /c5Flame Art/c3. Left button for /c5Thunder God/c3 ninpo. Scroll for /c5Shinobi Mode/c3.
/c5Shinobi/c3: Move lever left to right quickly for a /c5shuriken/c3. Continually turn spinner for /c5Whirlwind Hell Top/c3.",114,176,16,,"/c5ガマ/c3：ボタンを押
し続けると/c5火炎の
術/c3。左のボタンで
忍法/c5雷神/c3。巻物を
右に引くと/c5忍変化/c3。
/c5忍/c3：レバーを左か
ら右端まで素早く
動かすと/c5手裏剣/c3。
回転レバーを回し
続けると究極忍法
/c5旋風地獄独楽/c3。"
"RoboDesc.opb","0xc4c9","0x1 0x1a54","爆人形ランディス","Bomb Puppet Landis",-1,-1,16,,"Bomb Puppet Landis"
"RoboDesc.opb","0xc4da","0x1 0x1a58","爆人形ランディス","|Bomb Puppet Landis",124,16,16,,"Bomb Puppet Landis"
"RoboDesc.opb","0xc4eb","0x1 0x1a64","　爆工房が１０年
前に製作した作業
用人形。作業用と
はいえ、爆工房ら
しく/c5爆弾の発射機
能/c3がついている。
そのため、工事現
場での爆破作業に
も使用できる。","　爆工房が１０年
前に製作した作業
用人形。作業用と
はいえ、爆工房ら
しく/c5爆弾の発射機
能/c3がついている。
そのため、工事現
場での爆破作業に
も使用できる。",114,176,16,,"　爆工房が１０年
前に製作した作業
用人形。作業用と
はいえ、爆工房ら
しく/c5爆弾の発射機
能/c3がついている。
そのため、工事現
場での爆破作業に
も使用できる。"
"RoboDesc.opb","0xc590","0x1 0x1a68","　右のレバーを動
かすと、腕をふる。
　左上の爆弾を下
の発射口に放り込
むと発射。爆弾を
コクピット内に落
とさないよう注意！","  Right lever: Move to swing the arms.
  Upper-left bomb: Drop into the lower launch port to fire. Be careful not to drop the bomb inside the cockpit!",114,176,16,,"　右のレバーを動
かすと、腕をふる。
　左上の爆弾を下
の発射口に放り込
むと発射。爆弾を
コクピット内に落
とさないよう注意！"
"RoboDesc.opb","0xc611","0x1 0x1a80","人形風車リルゼット","Puppet Windmill Lilzet",-1,-1,16,,"Puppet Windmill Lilzet"
"RoboDesc.opb","0xc624","0x1 0x1a84","人形風車リルゼット","|Puppet Windmill Lilzet",124,16,16,,"Puppet Windmill Lilzet"
