File,Offset,Pointers,Japanese,English,width,height,lineheight,
opb/PartsDesc.opb,0x767c,0x1 0x10e4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7711,0x1 0x10f0,設計図０８＿Ｂ,Blueprint 08_B,102,14,14,
opb/PartsDesc.opb,0x7720,0x1 0x10f4,"人形風車リルガノの設計図

/c5※製作には「設計図０８＿Ａ」と
　１７０００Ｇの資金が必要/c3","Blueprints for the Puppet Windmill Lilgano.
/c5* Requires {Blueprint 08_A} and 17000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x777d,0x1 0x10f8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7812,0x1 0x1104,設計図０９＿Ｂ,Blueprint 09_B,102,14,14,
opb/PartsDesc.opb,0x7821,0x1 0x1108,"人形騎士ジェイオンの設計図

/c5※製作には「設計図０９＿Ａ」と
　１２０００Ｇの資金が必要/c3","Blueprints for the Knight Mech Jeion.
/c5* Requires {Blueprint 09_A} and 12000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7880,0x1 0x110c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7915,0x1 0x1118,設計図１０＿Ｂ,Blueprint 10_B,102,14,14,
opb/PartsDesc.opb,0x7924,0x1 0x111c,"魔槍人形ハーデンの設計図

/c5※製作には「設計図１０＿Ａ」と
　１９０００Ｇの資金が必要/c3","Blueprints for the Demonic Lancer Mech Halden.
/c5* Requires {Blueprint 10_A} and 19000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7981,0x1 0x1120,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7a16,0x1 0x112c,設計図１１＿Ｂ,Blueprint 11_B,102,14,14,
opb/PartsDesc.opb,0x7a25,0x1 0x1130,"人形重機ダンヴァー２の設計図

/c5※製作には「設計図１１＿Ａ」と
　１００００Ｇの資金が必要/c3","Blueprints for the HM Mech Dumver-2.
/c5* Requires {Blueprint 11_A} and 10000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7a86,0x1 0x1134,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7b1b,0x1 0x1140,設計図１２＿Ｂ,Blueprint 12_B,102,14,14,
opb/PartsDesc.opb,0x7b2a,0x1 0x1144,"人形重機ローザー２の設計図

/c5※製作には「設計図１２＿Ａ」と
　１３０００Ｇの資金が必要/c3","Blueprints for the HM Mech Rosa-2.
/c5* Requires {Blueprint 12_A} and 13000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7b89,0x1 0x1148,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7c1e,0x1 0x1154,設計図１３＿Ｂ,Blueprint 13_B,102,14,14,
opb/PartsDesc.opb,0x7c2d,0x1 0x1158,"人形重機ルクサー改の設計図

/c5※製作には「設計図１３＿Ａ」と
　１６０００Ｇの資金が必要/c3","Blueprints for the HM Mech Nu-Luxer.
/c5* Requires {Blueprint 13_A} and 16000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7c8c,0x1 0x115c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7d21,0x1 0x1168,設計図１4＿Ｂ,Blueprint 14_B,102,14,14,
opb/PartsDesc.opb,0x7d30,0x1 0x116c,"ショベル人形ザンベルの設計図

/c5※製作には「設計図１4＿Ａ」と
　１９０００Ｇの資金が必要/c3","Blueprints for the Shovel Mech Lamvel.
/c5* Requires {Blueprint 14_A} and 19000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7d91,0x1 0x1170,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7e26,0x1 0x117c,設計図１5＿Ｂ,Blueprint 15_B,102,14,14,
opb/PartsDesc.opb,0x7e35,0x1 0x1180,"重砲人形ガレーン改の設計図

/c5※製作には「設計図１5＿Ａ」と
　２２０００Ｇの資金が必要/c3","Blueprints for the Ordnance Mech Nu-Galeen.
/c5* Requires {Blueprint 15_A} and 22000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7e94,0x1 0x1184,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7f29,0x1 0x1190,設計図１６＿Ｂ,Blueprint 16_B,102,14,14,
opb/PartsDesc.opb,0x7f38,0x1 0x1194,"人形甲虫フェンシル２の設計図

/c5※製作には「設計図１６＿Ａ」と
　１６０００Ｇの資金が必要/c3","Blueprints for the Mech Beetle Fensil-2.
/c5* Requires {Blueprint 16_A} and 16000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7f99,0x1 0x1198,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x802e,0x1 0x11a4,設計図１７＿Ｂ,Blueprint 17_B,102,14,14,
opb/PartsDesc.opb,0x803d,0x1 0x11a8,"裂空剣豪シンライの設計図

/c5※製作には「設計図１７＿Ａ」と
　１８０００Ｇの資金が必要/c3","Blueprints for the Sky Splitting Swordsman Shinrai.
/c5* Requires {Blueprint 17_A} and 18000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x809a,0x1 0x11ac,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x812f,0x1 0x11b8,設計図１８＿Ｂ,Blueprint 18_B,102,14,14,
opb/PartsDesc.opb,0x813e,0x1 0x11bc,"弩弓人形ヒュオンの設計図

/c5※製作には「設計図１８＿Ａ」と
　１７5００Ｇの資金が必要/c3","Blueprints for the Crossbow Mech Hyuon.
/c5* Requires {Blueprint 18_A} and 17500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x819b,0x1 0x11c0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8230,0x1 0x11cc,設計図１９＿Ｂ,Blueprint 19_B,102,14,14,
opb/PartsDesc.opb,0x823f,0x1 0x11d0,"投刃人形エルメランの設計図

/c5※製作には「設計図１９＿Ａ」と
　１45００Ｇの資金が必要/c3","Blueprints for the Knife Throwing Mech Elmerang.
/c5* Requires {Blueprint 19_A} and 14500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x829e,0x1 0x11d4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8333,0x1 0x11e0,設計図２０＿Ｂ,Blueprint 20_B,102,14,14,
opb/PartsDesc.opb,0x8342,0x1 0x11e4,"長銃人形ランボルト改の設計図

/c5※製作には「設計図２０＿Ａ」と
　１３０００Ｇの資金が必要/c3","Blueprints for the Rifle Mech Nu-Lambolt.
/c5* Requires {Blueprint 20_A} and 13000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x83a3,0x1 0x11e8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8438,0x1 0x11f4,設計図２１＿Ｂ,Blueprint 21_B,102,14,14,
opb/PartsDesc.opb,0x8447,0x1 0x11f8,"剣銃士ダルタニア改の設計図

/c5※製作には「設計図２１＿Ａ」と
　１２０００Ｇの資金が必要/c3","Blueprints for the Musketeer Nu-Daltania.
/c5* Requires {Blueprint 21_A} and 12000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x84a6,0x1 0x11fc,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x853b,0x1 0x1208,設計図２２＿Ｂ,Blueprint 22_B,102,14,14,
opb/PartsDesc.opb,0x854a,0x1 0x120c,"蒸気人形ドーヴァーＢの設計図

/c5※製作には「設計図２２＿Ａ」と
　１６０００Ｇの資金が必要/c3","Blueprints for the Steam Mech Dover-B.
/c5* Requires {Blueprint 22_A} and 16000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x85ab,0x1 0x1210,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8640,0x1 0x121c,設計図２３＿Ｂ,Blueprint 23_B,102,14,14,
opb/PartsDesc.opb,0x864f,0x1 0x1220,"ブラック・ゼスターの設計図

/c5※製作には「設計図２３＿Ａ」と
　１７5００Ｇの資金が必要/c3","Blueprints for the Black Zester.
/c5* Requires {Blueprint 23_A} and 17500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x86ae,0x1 0x1224,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8743,0x1 0x1230,設計図２4＿Ｂ,Blueprint 24_B,102,14,14,
opb/PartsDesc.opb,0x8752,0x1 0x1234,"ミサイル火炎人形ウルの設計図

/c5※製作には「設計図２4＿Ａ」と
　１２０００Ｇの資金が必要/c3","Blueprints for the Incendiary Missile Mech Ul.
/c5* Requires {Blueprint 24_A} and 12000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x87b3,0x1 0x1238,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8848,0x1 0x1244,設計図２5＿Ｂ,Blueprint 25_B,102,14,14,
opb/PartsDesc.opb,0x8857,0x1 0x1248,"魔弓将軍ジンファの設計図

/c5※製作には「設計図２5＿Ａ」と
　２００００Ｇの資金が必要/c3","Blueprints for the Demonbow General Jinnfa.
/c5* Requires {Blueprint 25_A} and 20000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x88b4,0x1 0x124c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8949,0x1 0x1258,設計図２６＿Ｂ,Blueprint 26_B,102,14,14,
opb/PartsDesc.opb,0x8958,0x1 0x125c,"ガンマン人形ボルザーの設計図

/c5※製作には「設計図２６＿Ａ」と
　２３5００Ｇの資金が必要/c3","Blueprints for the Gunman Mech Bolzer.
/c5* Requires {Blueprint 26_A} and 23500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x89b9,0x1 0x1260,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8a4e,0x1 0x126c,設計図２７＿Ｂ,Blueprint 27_B,102,14,14,
opb/PartsDesc.opb,0x8a5d,0x1 0x1270,"爆砕人形ガルネイドの設計図

/c5※製作には「設計図２７＿Ａ」と
　２００００Ｇの資金が必要/c3","Blueprints for the Blast Mech Galnado.
/c5* Requires {Blueprint 27_A} and 20000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x8abc,0x1 0x1274,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8b51,0x1 0x1280,設計図２８＿Ｂ,Blueprint 28_B,102,14,14,
opb/PartsDesc.opb,0x8b60,0x1 0x1284,"神槍人形ハダンの設計図

/c5※製作には「設計図２８＿Ａ」と
　３5０００Ｇの資金が必要/c3","Blueprints for the Divine Lancer Mech Hadan.
/c5* Requires {Blueprint 28_A} and 35000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x8bbb,0x1 0x1288,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8c50,0x1 0x1294,設計図２９＿Ｂ,Blueprint 29_B,102,14,14,
opb/PartsDesc.opb,0x8c5f,0x1 0x1298,"ショベル人形ダルベルの設計図

/c5※製作には「設計図２９＿Ａ」と
　２5０００Ｇの資金が必要/c3","Blueprints for the Shovel Mech Dalvel.
/c5* Requires {Blueprint 29_A} and 25000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x8cc0,0x1 0x129c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8d55,0x1 0x12a8,設計図３０＿Ｂ,Blueprint 30_B,102,14,14,
opb/PartsDesc.opb,0x8d64,0x1 0x12ac,"重砲人形ガレオンの設計図

/c5※製作には「設計図３０＿Ａ」と
　３６5００Ｇの資金が必要/c3","Blueprints for the Ordnance Mech Galleon.
/c5* Requires {Blueprint 30_A} and 36500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x8dc1,0x1 0x12b0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8e56,0x1 0x12bc,設計図３１＿Ｂ,Blueprint 31_B,102,14,14,
opb/PartsDesc.opb,0x8e65,0x1 0x12c0,"人形船ダイダル号の設計図

/c5※製作には「設計図３１＿Ａ」と
　３００００Ｇの資金が必要/c3","Blueprints for the Ship Mech S.S. Daedus.
/c5* Requires {Blueprint 31_A} and 30000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x8ec2,0x1 0x12c4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x8f57,0x1 0x12d0,設計図３２＿Ｂ,Blueprint 32_B,102,14,14,
opb/PartsDesc.opb,0x8f66,0x1 0x12d4,"甲殻人形グラスターの設計図

/c5※製作には「設計図３２＿Ａ」と
　4００００Ｇの資金が必要/c3","Blueprints for the Shell Mech Glastar.
/c5* Requires {Blueprint 32_A} and 40000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x8fc5,0x1 0x12d8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x905a,0x1 0x12e4,設計図３３＿Ｂ,Blueprint 33_B,102,14,14,
opb/PartsDesc.opb,0x9069,0x1 0x12e8,"人形甲虫フェンシル３の設計図

/c5※製作には「設計図３３＿Ａ」と
　３5０００Ｇの資金が必要/c3","Blueprints for the Mech Beetle Fensil-3.
/c5* Requires {Blueprint 33_A} and 35000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x90ca,0x1 0x12ec,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x915f,0x1 0x12f8,設計図３4＿Ｂ,Blueprint 34_B,102,14,14,
opb/PartsDesc.opb,0x916e,0x1 0x12fc,"忍傀儡ランガの設計図

/c5※製作には「設計図３4＿Ａ」と
　３８０００Ｇの資金が必要/c3","Blueprints for the Shinobi Kugutsu Ranga.
/c5* Requires {Blueprint 34_A} and 38000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x91c7,0x1 0x1300,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x925c,0x1 0x130c,設計図３5＿Ｂ,Blueprint 35_B,102,14,14,
opb/PartsDesc.opb,0x926b,0x1 0x1310,"弩弓人形ヘリオンの設計図

/c5※製作には「設計図３5＿Ａ」と
　4１5００Ｇの資金が必要/c3","Blueprints for the Crossbow Mech Hellion.
/c5* Requires {Blueprint 35_A} and 41500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x92c8,0x1 0x1314,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x935d,0x1 0x1320,設計図３６＿Ｂ,Blueprint 36_B,102,14,14,
opb/PartsDesc.opb,0x936c,0x1 0x1324,"投刃人形ギルメランの設計図

/c5※製作には「設計図３６＿Ａ」と
　4００００Ｇの資金が必要/c3","Blueprints for the Knife Throwing Mech Gilmerang.
/c5* Requires {Blueprint 36_A} and 40000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x93cb,0x1 0x1328,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9460,0x1 0x1334,設計図３７＿Ｂ,Blueprint 37_B,102,14,14,
opb/PartsDesc.opb,0x946f,0x1 0x1338,"爆銃人形グレインＳの設計図

/c5※製作には「設計図３７＿Ａ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Bazooka Mech Grain-S.
/c5* Requires {Blueprint 37_A} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x94ce,0x1 0x133c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9563,0x1 0x1348,設計図３８＿Ｂ,Blueprint 38_B,102,14,14,
opb/PartsDesc.opb,0x9572,0x1 0x134c,"長銃人形サーボルトの設計図

/c5※製作には「設計図３８＿Ａ」と
　4００００Ｇの資金が必要/c3","Blueprints for the Rifle Mech Sarbolt.
/c5* Requires {Blueprint 38_A} and 40000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x95d1,0x1 0x1350,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9666,0x1 0x135c,設計図３９＿Ｂ,Blueprint 39_B,102,14,14,
opb/PartsDesc.opb,0x9675,0x1 0x1360,"アサルト人形ガルフＸの設計図

/c5※製作には「設計図３９＿Ａ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Assault Mech Gulf-X.
/c5* Requires {Blueprint 39_A} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x96d6,0x1 0x1364,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x976b,0x1 0x1370,設計図4０＿Ｂ,Blueprint 40_B,102,14,14,
opb/PartsDesc.opb,0x977a,0x1 0x1374,"複合銃士サイエル改の設計図

/c5※製作には「設計図4０＿Ａ」と
　３８０００Ｇの資金が必要/c3","Blueprints for the Multi-Gunslinger Saiel.
/c5* Requires {Blueprint 40_A} and 38000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x97d9,0x1 0x1378,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x986e,0x1 0x1384,設計図4１＿Ｂ,Blueprint 41_B,102,14,14,
opb/PartsDesc.opb,0x987d,0x1 0x1388,"剣銃士ダルタニアＳの設計図

/c5※製作には「設計図4１＿Ａ」と
　4１5００Ｇの資金が必要/c3","Blueprints for the Musketeer Daltania-S.
/c5* Requires {Blueprint 41_A} and 41500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x98dc,0x1 0x138c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9971,0x1 0x1398,設計図4２＿Ｂ,Blueprint 42_B,102,14,14,
opb/PartsDesc.opb,0x9980,0x1 0x139c,"蒸気人形ドーヴァーＦの設計図

/c5※製作には「設計図4２＿Ａ」と
　45０００Ｇの資金が必要/c3","Blueprints for the Steam Mech Dover-F.
/c5* Requires {Blueprint 42_A} and 45000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x99e1,0x1 0x13a0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9a76,0x1 0x13ac,設計図4３＿Ｂ,Blueprint 43_B,102,14,14,
opb/PartsDesc.opb,0x9a85,0x1 0x13b0,"ゼンマイ人形　金星号の設計図

/c5※製作には「設計図4３＿Ａ」と
　4３０００Ｇの資金が必要/c3","Blueprints for the Wind-Up Mech (Venus).
/c5* Requires {Blueprint 43_A} and 43000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x9ae6,0x1 0x13b4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
